artistName	trackName	y	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	year	popularity	explicit
Frédéric Chopin	Piano Concerto No. 2 in F Minor, Op. 21: II. Larghetto	1.0	0.284	0.0426	8	-27.75	1	0.0386	0.989	0.915	0.065	0.0502	102.36	487147	2010	44	0
Frédéric Chopin	Piano Concerto No. 2 in F Minor, Op. 21: III. Allegretto vivace	1.0	0.308	0.13	5	-22.12	0	0.0337	0.987	0.927	0.105	0.147	101.616	515840	2010	50	0
Frédéric Chopin	Piano Sonata No.3 in B minor, Op.58: 1. Allegro maestoso	1.0	0.205	0.0691	11	-25.879	0	0.0358	0.993	0.899	0.0933	0.0727	61.278	792000	1988	46	0
Frédéric Chopin	Polonaise No.3 In A Major, Op.40, No.1 'Military'	1.0	0.326	0.291	9	-14.985	1	0.0293	0.972	0.862	0.139	0.247	96.02	306053	2013	35	0
Frédéric Chopin	Prelude N°20 In C Minor: Op.28, Largo	1.0	0.625	0.00293	8	-20.543	1	0.693	0.991	0.903	0.101	0.303	123.141	104627	2020	15	0
Frédéric Chopin	Prélude in E minor, Op. 28, No. 4	1.0	0.357	0.00224	9	-32.499	0	0.0632	0.995	0.919	0.0622	0.038	69.013	142827	2020	2	0
Frédéric Chopin	Scherzo No. 1 in B Minor, Op. 20	1.0	0.367	0.0613	11	-24.594	0	0.0387	0.993	0.913	0.0674	0.0554	65.927	498267	2011	46	0
Frédéric Chopin	Sonata in G Minor for Cello & Piano, Op.65: 3. Largo	1.0	0.361	0.104	3	-22.365	1	0.0432	0.984	0.909	0.108	0.256	71.057	185000	2020	1	0
Frédéric Chopin	"Waltz No.1 in E Flat, Op.18 -""Grande valse brillante"""	1.0	0.239	0.0219	3	-32.076	1	0.0387	0.993	0.911	0.146	0.236	136.456	71693	2020	30	0
Frédéric Chopin	Waltz No.19 in A minor, Op.posth.	1.0	0.218	0.0765	9	-30.23	0	0.0399	0.963	0.833	0.0951	0.215	138.464	96667	2020	7	0
Frédéric Chopin	"Waltz No.6 In D Flat, Op.64 No.1 -""Minute"""	1.0	0.274	0.134	1	-24.653	1	0.0369	0.991	0.908	0.122	0.396	96.121	114773	2016	8	0
Frédéric Chopin	Waltz No.7 In C Sharp Minor, Op.64 No.2	1.0	0.264	0.0344	1	-31.218	0	0.0341	0.992	0.842	0.141	0.165	62.079	207493	2020	3	0
Frédéric Chopin	Waltz in B Minor, Op. 69 No. 2: Waltz No. 10 in B Minor, Op. 69, No. 2	1.0	0.346	0.0229	11	-30.765	0	0.0397	0.994	0.942	0.0803	0.123	66.401	208707	2020	4	0
Frédéric Chopin	Waltz in C-sharp minor, Op. 64 No. 2	1.0	0.191	0.0157	1	-36.252	0	0.0411	0.991	0.916	0.134	0.0869	72.701	199773	2012	62	0
Frédéric Chopin	Waltz in E Minor, Op. Posth.	1.0	0.347	0.0789	2	-23.892	0	0.0408	0.99	0.921	0.08	0.206	68.056	153160	2020	5	0
Frédéric Chopin	Études, Op. 25: No. 1 in A-Flat Major	1.0	0.209	0.0996	8	-23.659	1	0.0322	0.991	0.877	0.0937	0.0389	81.436	151773	2020	19	0
Fémina	Sin Ton Ni Son	1.0	0.697	0.779	0	-7.975	1	0.119	0.213	4.67e-05	0.145	0.441	90.009	383560	2015	22	0
G Herbo	Lawyer Fees	1.0	0.815	0.546	9	-5.053	1	0.172	0.176	0.0	0.109	0.182	141.074	247740	2020	58	1
G Herbo	PTSD	1.0	0.883	0.808	1	-3.158	0	0.183	0.0317	0.0	0.207	0.805	119.012	232065	2020	82	1
Gabriel Fauré	Cantique de Jean Racine, Op.11 - Arranged By John Rutter	1.0	0.136	0.154	1	-18.793	1	0.0406	0.977	0.907	0.11	0.0561	86.123	255107	2013	16	0
Gabriel Fauré	Fauré / Arr. Rutter: Requiem, Op. 48: VII. In Paradisum	1.0	0.235	0.118	2	-23.542	1	0.0458	0.97	0.961	0.144	0.0386	115.233	208280	2019	43	0
Gang Starr	Rite Where U Stand - Edit	1.0	0.733	0.931	6	-5.361	1	0.321	0.0728	1.58e-06	0.22	0.879	95.718	219427	2003	24	0
George Benson	The Greatest Love of All - 2015 GH Version	1.0	0.398	0.263	5	-14.447	0	0.0303	0.505	1.52e-06	0.105	0.323	113.57	212267	2015	46	0
Geto Boys	Damn It Feel Good to Be a Gangsta	1.0	0.785	0.793	1	-7.915	1	0.163	0.22	0.718	0.124	0.655	88.902	310600	1992	61	1
Ghost-Note	Can't Get Right	1.0	0.712	0.731	8	-5.816	1	0.166	0.0414	0.923	0.378	0.632	89.494	255307	2015	27	0
Ghost-Note	Pace Maker	1.0	0.645	0.61	7	-7.346	1	0.0826	0.000865	0.842	0.507	0.501	80.911	408173	2018	28	0
Ghost-Note	Smack 'em	1.0	0.634	0.698	0	-7.482	0	0.123	0.0202	0.826	0.0819	0.837	151.872	499413	2018	34	0
Giacomo Puccini	Gianni Schicchi - Arr. Mikhashoff: O mio babbino caro	1.0	0.249	0.0168	8	-28.986	1	0.0416	0.993	0.879	0.119	0.101	81.438	174573	2020	39	0
Gideon	LOW LIFE	1.0	0.62	0.99	10	-2.866	1	0.0805	0.00041	0.0186	0.0546	0.493	119.998	160950	2019	30	0
Gideon	welcome to S town	1.0	0.238	0.727	8	-24.289	1	0.0868	0.0882	0.65	0.328	0.0281	100.491	49638	2019	24	0
Gin Blossoms	Hey Jealousy	1.0	0.471	0.797	6	-8.407	0	0.0389	0.000179	6.49e-06	0.299	0.497	152.903	236627	1992	61	0
Ginuwine	So Anxious	1.0	0.733	0.395	6	-11.959	0	0.0366	0.279	2.37e-06	0.468	0.661	96.085	276067	1999	58	0
Gladys Knight & The Pips	Midnight Train to Georgia - Short Version	1.0	0.434	0.421	10	-10.088	0	0.0796	0.0659	2.19e-06	0.189	0.387	177.46	198827	1973	47	0
Gods Property	More Than I Can Bear	1.0	0.337	0.708	0	-5.806	1	0.0747	0.51	0.0	0.0784	0.441	91.598	321600	1997	45	0
Gods Property	Stomp	1.0	0.814	0.918	0	-5.389	1	0.147	0.114	0.0	0.0436	0.732	105.86	336533	1997	38	0
Gorilla Twins	ADIOS	1.0	0.491	0.919	4	-2.167	0	0.284	0.101	0.0	0.252	0.557	79.565	281768	2020	33	1
Gorilla Twins	BONG!	1.0	0.552	0.722	8	-3.953	1	0.239	0.181	0.00131	0.158	0.432	78.641	134361	2020	29	1
Grant Green	Hurt So Bad	1.0	0.745	0.519	0	-9.653	0	0.0336	0.855	0.0146	0.09	0.85	127.653	410293	1970	29	0
Grant Green	Idle Moments - Rudy Van Gelder Edition / Remastered 1999	1.0	0.6	0.11	0	-17.392	0	0.0557	0.943	0.369	0.098	0.185	115.97	896080	1999	39	0
Grant Green	Jan Jan - Live At The Club Mozambique, Detroit/1971/Digitally Remastered 2006	1.0	0.672	0.63	10	-9.152	0	0.0456	0.32	0.7	0.139	0.845	139.601	570853	2006	25	0
Grant Green	Mambo Inn - Rudy Van Gelder Edition / Remastered 2007	1.0	0.654	0.635	0	-10.315	1	0.0404	0.81	1.42e-06	0.0949	0.743	101.042	352693	2007	36	0
Grant Green	My Funny Valentine	1.0	0.5	0.0475	8	-18.909	1	0.0931	0.992	0.569	0.128	0.0464	94.471	549267	2002	35	0
Grant Green	Sookie Sookie - Live At The Cliche' Lounge, Newark, New Jersey, 1970 / Remastered 2000	1.0	0.721	0.511	1	-12.223	1	0.0334	0.523	0.9	0.142	0.882	125.829	658333	1970	40	0
Grant Green	Walk On By - Live At The Club Mozambique, Detroit/1971/Digitally Remastered 2006	1.0	0.515	0.4	7	-13.432	0	0.0339	0.402	0.266	0.58	0.512	87.82	429533	2006	13	0
Grateful Dead	Brown Eyed Women - Live in Denmark, 1972; 2001 Remaster	1.0	0.578	0.618	4	-9.527	1	0.0327	0.648	0.246	0.184	0.721	106.821	277867	2001	40	0
Grateful Dead	Epilogue - Live in London, 1972; 2001 Remaster	1.0	0.399	0.436	11	-14.924	0	0.0328	0.847	0.862	0.125	0.416	93.463	306107	2001	25	0
Grateful Dead	Eyes of the World - Live at Pembroke Pines, FL, May 22, 1977	1.0	0.509	0.377	9	-17.677	1	0.0438	0.73	0.668	0.178	0.467	116.76	818827	1995	26	0
Grateful Dead	He's Gone - Live at Boston Music Hall, December 2, 1973	1.0	0.584	0.161	4	-20.437	1	0.0311	0.897	0.44	0.107	0.309	111.489	627040	1999	15	0
Grateful Dead	He's Gone - Live in Amsterdam, 1972; 2001 Remaster	1.0	0.644	0.505	9	-9.468	0	0.0373	0.624	0.139	0.107	0.336	132.018	417293	2001	37	0
Grateful Dead	Here Comes Sunshine - Live at Boston Music Hall, November 30, 1973	1.0	0.61	0.301	0	-17.68	1	0.0293	0.841	0.626	0.384	0.372	92.502	714560	1999	18	0
Grateful Dead	Hurts Me Too - Live in London, 1972; 2001 Remaster	1.0	0.544	0.392	9	-10.639	1	0.0309	0.756	0.817	0.147	0.357	121.161	438560	2001	31	0
Grateful Dead	Jack Straw - Live in Paris, 1972; 2001 Remaster	1.0	0.46	0.681	9	-9.13	1	0.0439	0.847	0.233	0.125	0.518	143.876	289373	2001	37	0
Grateful Dead	Morning Dew - Live at Boston Music Hall, December 2, 1973	1.0	0.483	0.155	4	-17.727	0	0.0321	0.931	0.132	0.741	0.194	107.422	871520	1999	14	0
Grateful Dead	Morning Dew - Live at Boston Music Hall, November 30, 1973	1.0	0.526	0.317	7	-15.915	1	0.0372	0.816	0.181	0.286	0.304	120.598	869560	1999	19	0
Grateful Dead	Morning Dew - Live in London, 1972; 2001 Remaster	1.0	0.449	0.293	8	-13.724	1	0.0319	0.905	0.802	0.111	0.181	112.436	701333	2001	34	0
Grateful Dead	One More Saturday Night - Live in England, 1972; 2001 Remaster	1.0	0.499	0.854	5	-7.611	1	0.0342	0.525	0.738	0.27	0.948	165.764	287173	2001	33	0
Grateful Dead	Playing in the Band - Live at Boston Music Hall, November 30, 1973	1.0	0.481	0.345	9	-18.452	0	0.0469	0.876	0.85	0.903	0.477	132.808	1398240	1999	17	0
Grateful Dead	Prelude - Live in London 1972 Remaster	1.0	0.353	0.326	3	-18.967	1	0.0455	0.958	0.895	0.16	0.159	101.025	457707	2001	25	0
Grateful Dead	Ramble on Rose - 2001 Remaster	1.0	0.67	0.531	7	-8.831	1	0.0452	0.725	0.0584	0.0947	0.395	119.958	361600	2001	37	0
Grateful Dead	Ramble on Rose - Live at Boston Music Hall, December 2, 1973	1.0	0.656	0.223	9	-19.851	1	0.0783	0.859	0.00222	0.681	0.416	110.137	484867	1999	16	0
Grateful Dead	Scarlet Begonias - 2013 Remaster	1.0	0.537	0.559	4	-12.224	1	0.0315	0.314	0.000795	0.116	0.918	167.758	259702	1974	59	0
Grateful Dead	Stella Blue - 2013 Remaster	1.0	0.539	0.238	4	-15.537	1	0.034	0.604	0.604	0.384	0.165	112.182	383816	1973	32	0
Grateful Dead	Stella Blue - Live at Hartford Civic Center, October 14, 1983	1.0	0.382	0.141	4	-17.938	1	0.0325	0.919	0.00482	0.184	0.226	106.623	550267	1996	14	0
Grateful Dead	Sugar Magnolia - Live in Paris, 1972; 2001 Remaster	1.0	0.419	0.779	4	-8.452	1	0.105	0.544	0.564	0.213	0.634	151.366	430067	2001	32	0
Grateful Dead	Tennessee Jed - 2001 Remaster	1.0	0.601	0.492	0	-8.185	1	0.0274	0.484	0.0139	0.308	0.727	131.383	430627	2001	47	0
Grateful Dead	They Love Each Other - Live at Boston Music Hall, November 30, 1973	1.0	0.699	0.314	0	-20.172	1	0.0374	0.846	0.0673	0.0797	0.707	96.646	361800	1999	20	0
Grateful Dead	Truckin' - Live in London 1972	1.0	0.437	0.581	9	-12.204	1	0.0411	0.814	0.377	0.4	0.643	133.471	786133	2001	30	0
Grateful Dead	You Win Again - Live in England, 1972; 2001 Remaster	1.0	0.578	0.592	7	-9.73	1	0.0346	0.869	0.656	0.274	0.691	104.603	240733	2001	30	0
Grayscale	Beautiful Things	1.0	0.457	0.863	4	-3.753	1	0.0461	0.00111	3.5e-05	0.168	0.185	110.937	256587	2017	41	0
Grayscale	Forever Yours	1.0	0.402	0.617	1	-4.934	1	0.0306	0.0891	0.0	0.117	0.52	76.097	257693	2017	56	0
Gregory Porter	Concorde	1.0	0.436	0.622	0	-5.67	1	0.0325	0.0615	2.08e-05	0.135	0.311	87.947	234600	2020	50	0
Gregory Porter	Don't Be A Fool	1.0	0.558	0.359	11	-9.561	0	0.0387	0.86	2.85e-05	0.109	0.421	115.011	271836	2016	27	0
Gregory Porter	Fan The Flames	1.0	0.563	0.764	8	-5.898	0	0.121	0.439	0.00859	0.175	0.701	100.315	252060	2016	20	0
Gregory Porter	Free	1.0	0.694	0.485	6	-6.482	1	0.353	0.299	3.27e-05	0.0775	0.709	79.905	298920	2013	26	0
Gregory Porter	French African Queen	1.0	0.626	0.904	8	-4.888	0	0.306	0.478	0.000154	0.0589	0.672	117.812	225294	2016	20	0
Gregory Porter	I Fall In Love Too Easily	1.0	0.445	0.0539	0	-13.861	0	0.04	0.937	0.0144	0.152	0.175	92.637	467600	2013	26	0
Gregory Porter	In Heaven	1.0	0.685	0.408	8	-11.194	1	0.0418	0.852	0.0262	0.115	0.566	104.723	258132	2016	22	0
Guy	I Like	1.0	0.441	0.832	8	-14.396	1	0.064	0.0218	1.23e-05	0.2	0.6	103.765	294475	1988	51	0
H.E.R.	Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)	1.0	0.815	0.513	1	-8.363	1	0.244	0.0145	0.000102	0.14	0.17	96.982	296011	2020	78	0
Hailee Steinfeld	Let Me Go (with Alesso, Florida Georgia Line & watt)	1.0	0.664	0.708	8	-4.154	1	0.0474	0.0337	0.0	0.0841	0.742	103.07	174800	2017	79	0
Hailee Steinfeld	Man Up	1.0	0.8	0.36	7	-7.173	0	0.13	0.316	0.0	0.322	0.418	84.011	168055	2020	48	0
Halsey	Bad At Love	1.0	0.675	0.751	0	-3.539	1	0.0296	0.0604	0.0	0.0893	0.612	118.384	181279	2017	75	0
Halsey	Dominic's Interlude	1.0	0.445	0.368	10	-6.31	1	0.0292	0.784	0.0	0.354	0.707	158.057	76480	2020	49	0
Halsey	Is There Somewhere	1.0	0.507	0.553	9	-7.62	1	0.046	0.126	0.000175	0.087	0.181	130.072	211669	2015	61	0
Halsey	Young God	1.0	0.449	0.599	9	-6.509	0	0.0405	0.324	4.09e-06	0.114	0.198	119.868	180088	2015	62	1
Hannah Montana	Nobody's Perfect	1.0	0.594	0.977	8	-4.193	1	0.0646	0.0597	3.49e-06	0.309	0.793	131.976	200827	2007	61	0
Harold Melvin & The Blue Notes	Wake Up Everybody (feat. Teddy Pendergrass)	1.0	0.565	0.644	6	-8.116	1	0.0696	0.426	0.0	0.264	0.633	97.716	452773	1975	55	0
Harry Styles	Fine Line	1.0	0.306	0.347	2	-8.5	1	0.0334	0.172	0.00013	0.0485	0.0511	120.996	377960	2019	79	0
Harry Styles	Sunflower, Vol. 6	1.0	0.566	0.846	7	-6.904	0	0.035	0.000564	0.000795	0.121	0.86	160.02	221827	2019	78	0
Haulm	Stay for Me - Dayspired Remix	1.0	0.648	0.27	6	-12.17	1	0.0692	0.359	0.00754	0.0805	0.253	90.847	201138	2018	4	0
Headie One	Only You Freestyle	1.0	0.68	0.826	5	-2.561	1	0.27	0.562	0.0	0.254	0.804	146.95	248937	2020	75	1
Heatwave	Always and Forever	1.0	0.338	0.175	2	-17.104	1	0.0319	0.125	8.8e-05	0.108	0.201	152.604	287267	1976	54	0
Herbie Hancock	Cantaloupe Island - Remastered 1999 / Rudy Van Gelder Edition	1.0	0.515	0.583	0	-8.182	0	0.0284	0.749	0.000294	0.123	0.414	116.11	333947	1964	64	0
Herbie Hancock	Doin' It	1.0	0.739	0.882	11	-11.946	0	0.0539	0.109	0.684	0.0185	0.941	98.424	482720	1976	56	0
Herbie Hancock	Hang Up Your Hang Ups	1.0	0.455	0.896	2	-11.361	1	0.0469	0.321	0.499	0.369	0.773	117.623	446000	1975	39	0
Hezekiah Walker	Amazing	1.0	0.447	0.568	1	-7.352	1	0.0564	0.595	0.0	0.259	0.188	108.709	476027	2013	46	0
Hezekiah Walker	Better (feat. Hezekiah Walker)	1.0	0.645	0.804	1	-4.113	0	0.113	0.267	0.0	0.409	0.607	98.706	270590	2016	41	0
Hezekiah Walker	Calling My Name	1.0	0.267	0.5	5	-8.465	0	0.0324	0.486	0.0	0.504	0.223	93.408	511907	2011	31	0
Hezekiah Walker	God Favored Me (Extended Version) (feat. Marvin Sapp & DJ Rogers)	1.0	0.457	0.555	2	-7.316	1	0.0778	0.269	0.0	0.287	0.223	117.83	474067	2009	50	0
Hezekiah Walker	Jesus Is My Help	1.0	0.598	0.939	10	-7.066	0	0.0729	0.0157	0.00394	0.975	0.481	110.282	333493	2011	26	0
Hezekiah Walker	O Give Thanks	1.0	0.407	0.761	7	-6.66	1	0.0692	0.0409	0.0	0.94	0.438	95.808	238733	2008	20	0
Hezekiah Walker	You're All I Need	1.0	0.59	0.925	5	-4.826	1	0.0655	0.00454	0.0	0.656	0.513	121.993	313867	2008	30	0
Hezekiah Walker & The Love Fellowship Crusade Choir	Power Belongs to God	1.0	0.656	0.952	1	-7.292	1	0.119	0.0181	0.0	0.768	0.313	107.095	370960	1999	28	0
Hillsong UNITED	Even When It Hurts (Praise Song)	1.0	0.333	0.133	0	-15.073	1	0.035	0.832	0.00072	0.112	0.0725	124.383	350387	2016	51	0
Hillsong UNITED	Heart Like Heaven	1.0	0.494	0.327	9	-11.998	1	0.0289	0.645	7.99e-05	0.146	0.0858	134.899	494347	2016	44	0
Hillsong UNITED	Street Called Mercy	1.0	0.549	0.365	0	-10.008	1	0.0279	0.729	0.0	0.193	0.288	127.658	236907	2016	41	0
Hillsong UNITED	When I Lost My Heart To You (Hallelujah)	1.0	0.481	0.479	0	-10.045	1	0.027	0.00741	0.000458	0.102	0.0941	127.88	501160	2016	43	0
Holdstock & MacLeod	Old Peculiar	1.0	0.68	0.0512	10	-9.809	1	0.0722	0.949	0.0	0.0726	0.343	102.157	305707	2003	0	0
Holly Players Orchestra	Frosty the Snowman	1.0	0.66	0.375	0	-13.013	1	0.0253	0.814	0.000189	0.223	0.86	86.316	163173	2012	37	0
Honestly	Inside Your Eyes	1.0	0.546	0.781	8	-5.852	0	0.0413	0.105	1.6e-06	0.411	0.416	110.014	192592	2020	25	0
Hootie & The Blowfish	Only Wanna Be with You	1.0	0.49	0.873	6	-5.861	1	0.0355	0.107	5.19e-06	0.118	0.513	103.272	229587	1994	69	0
Hot Mulligan	How Do You Know It’s Not Armadillo Shells?	1.0	0.691	0.641	1	-6.947	1	0.0309	0.0354	3.36e-05	0.0989	0.422	103.975	163509	2018	53	0
Huey	Pop, Lock & Drop It - Video Edit	1.0	0.985	0.438	1	-11.004	1	0.0712	0.212	5.41e-05	0.116	0.584	118.079	138715	2018	60	1
Hurricane Chris	Halle Berry (She's Fine)	1.0	0.709	0.744	11	-5.905	0	0.134	0.0119	0.0	0.0609	0.508	145.112	281480	2009	49	1
Imagine Dragons	Bad Liar	1.0	0.383	0.637	3	-6.993	1	0.0703	0.0722	0.0	0.368	0.0827	177.913	260773	2018	83	0
Immortal Technique	You Never Know	1.0	0.743	0.759	0	-8.172	1	0.179	0.799	0.0	0.147	0.881	156.022	468160	2003	48	1
In Her Own Words	Alone with You	1.0	0.518	0.927	2	-4.877	1	0.106	0.0222	0.0	0.187	0.416	101.162	265225	2019	50	0
Ingrid Michaelson	You And I	1.0	0.698	0.285	0	-7.632	1	0.0553	0.927	0.0	0.0883	0.53	135.027	148400	2008	67	0
Internet Money	Lemonade (feat. Gunna, Don Toliver & NAV)	1.0	0.799	0.66	1	-6.153	0	0.079	0.256	0.0	0.111	0.471	140.04	195429	2020	93	1
Iration	Summer Nights	1.0	0.835	0.609	9	-5.636	1	0.0336	0.0201	1.28e-06	0.107	0.781	130.154	236093	2010	61	0
Isaac Dunbar	makeup drawer	1.0	0.656	0.695	5	-5.378	1	0.114	0.13	0.0	0.292	0.653	107.021	182813	2020	47	0
Isaiah Templeton	Everything Will Be Alright	1.0	0.423	0.434	1	-9.448	1	0.0329	0.0102	0.0	0.109	0.241	99.84	335795	2019	36	0
Israel & New Breed	How Awesome Is Our God (feat. Yolanda Adams)	1.0	0.199	0.635	7	-3.963	0	0.0371	0.313	0.0	0.117	0.17	82.196	309760	2015	31	0
Israel & New Breed	Risen	1.0	0.535	0.948	4	-1.836	1	0.0589	0.00201	0.0	0.933	0.368	132.033	338467	2015	42	0
Israel & New Breed	Your Name is Great	1.0	0.603	0.828	5	-6.24	1	0.0798	0.018	0.0	0.793	0.649	91.956	294000	2001	19	0
Israel Houghton	Friend of God	1.0	0.487	0.837	6	-6.353	0	0.0667	0.0792	2.38e-05	0.503	0.342	127.079	386542	2012	43	0
Israel Houghton	Hosanna (Be Lifted Higher)	1.0	0.356	0.677	0	-5.292	1	0.0346	0.0105	8.82e-05	0.386	0.0395	136.01	513187	2010	42	0
Israel Houghton	New Season	1.0	0.579	0.847	1	-6.193	1	0.176	0.0777	0.0	0.496	0.553	127.932	289866	2012	29	0
Israel Houghton	Our God	1.0	0.45	0.863	11	-4.459	1	0.0745	0.00769	0.0	0.812	0.24	131.854	362760	2015	43	0
Israel Houghton	Reckless Love	1.0	0.354	0.705	8	-4.536	1	0.0594	0.182	5.78e-06	0.71	0.188	156.066	322107	2018	44	0
Israel Houghton	Saved By Grace	1.0	0.721	0.831	0	-3.857	1	0.0541	0.00411	4.17e-05	0.0749	0.581	125.009	422093	2009	30	0
Izzy Miyagi	Intro (Trap All Day)	1.0	0.825	0.465	11	-8.907	0	0.53	0.0384	0.0	0.119	0.319	80.875	192000	2019	0	1
Izzy Miyagi	Tears of a Hustla	1.0	0.634	0.57	11	-5.484	0	0.582	0.369	0.0	0.0796	0.243	160.156	198034	2019	0	1
Izzy Miyagi	Ticket	1.0	0.796	0.591	2	-5.397	1	0.229	0.683	0.0	0.0929	0.445	140.232	192052	2019	0	1
Izzy Miyagi	YettiBop	1.0	0.91	0.344	1	-9.39	1	0.446	0.147	0.0	0.0635	0.229	135.95	123481	2019	0	1
J Boog	Leaving With Me	1.0	0.758	0.598	0	-3.81	1	0.0465	0.0249	0.0	0.0368	0.801	84.805	241970	2013	48	0
J Boog	Let's Do It Again	1.0	0.631	0.696	0	-5.631	0	0.211	0.578	0.0	0.0784	0.927	173.537	192177	2011	72	0
J Boog	See Her Again	1.0	0.734	0.502	2	-6.792	1	0.0484	0.768	0.0	0.0584	0.936	62.023	189677	2012	51	0
J Moss	Good Day (feat. Kierra Sheard & Karen Clark Sheard)	1.0	0.613	0.915	5	-4.162	0	0.057	0.318	1.96e-06	0.937	0.702	103.99	238733	2012	26	0
J Moss	Imma Do It	1.0	0.694	0.694	1	-4.779	1	0.29	0.0134	0.00341	0.101	0.299	189.973	229187	2012	28	0
J Moss	Strong Enough	1.0	0.679	0.652	1	-2.769	1	0.0494	0.0255	3.12e-05	0.23	0.453	124.024	246787	2012	22	0
J Moss	Take Me	1.0	0.542	0.801	1	-3.614	0	0.1	0.088	0.0	0.307	0.337	79.86	237040	2012	22	0
JAY-Z	Empire State Of Mind	1.0	0.491	0.956	11	-1.538	1	0.392	0.0295	0.0	0.46	0.811	173.585	276920	2009	81	1
JJ Hairston	Incredible God, Incredible Praise	1.0	0.434	0.79	1	-4.048	1	0.0851	0.165	0.0	0.251	0.326	137.848	384053	2005	40	0
JJ Hairston	Miracle Worker	1.0	0.354	0.866	6	-4.334	1	0.185	0.0461	0.0	0.685	0.343	141.865	402827	2019	42	0
JJ Hairston	Miracle Worker (feat. Rich Tolbert Jr.) - Live	1.0	0.354	0.866	6	-4.334	1	0.185	0.0461	0.0	0.685	0.343	141.865	402827	2019	42	0
JJ Hairston	No Reason To Fear (Radio Edit)	1.0	0.617	0.93	1	-4.565	0	0.151	0.0222	1.09e-05	0.295	0.329	124.083	273357	2017	39	0
JJ Hairston	We Serve (feat. Travis Greene)	1.0	0.42	0.879	10	-4.36	1	0.0691	0.00134	0.0	0.441	0.314	131.282	465962	2017	32	0
JUVENILE	Back That Thang Up	1.0	0.718	0.708	7	-5.229	1	0.289	0.0807	0.0	0.132	0.49	191.601	273787	2004	52	0
Ja Rule	Mesmerize	1.0	0.764	0.648	1	-6.639	1	0.206	0.0563	0.0	0.414	0.391	90.1	278720	2002	65	1
Jack Johnson	Banana Pancakes	1.0	0.816	0.375	7	-8.053	1	0.0996	0.607	8.66e-06	0.0933	0.615	114.303	191907	2005	69	0
Jackson Browne	Somebody's Baby	1.0	0.741	0.742	2	-7.822	1	0.0269	0.146	1.64e-05	0.106	0.889	116.951	262733	1997	61	0
Jacob Collier	All I Need (with Mahalia & Ty Dolla $ign)	1.0	0.485	0.492	5	-6.462	0	0.331	0.425	0.0	0.105	0.876	78.001	243787	2020	59	0
Jacquees	Verify (feat. Young Thug, Gunna)	1.0	0.525	0.629	1	-4.707	1	0.106	0.0316	0.0	0.0768	0.284	84.699	163480	2019	61	1
Jadakiss	Kiss Of Death	1.0	0.705	0.925	1	-1.075	0	0.369	0.0477	0.0	0.236	0.633	190.075	192067	2004	34	1
Jadakiss	Nasty Girl	1.0	0.797	0.814	9	-5.893	1	0.0999	0.0957	0.0	0.0304	0.79	99.86	237027	2001	26	1
Jadakiss	Put Ya Hands Up	1.0	0.725	0.887	8	-6.517	1	0.382	0.12	0.0	0.295	0.642	101.713	207560	2001	35	1
Jadakiss	Shine	1.0	0.842	0.689	8	-6.102	1	0.343	0.0441	0.0	0.13	0.679	99.636	300400	2004	32	1
Jadakiss	We Gonna Make It	1.0	0.514	0.961	2	-3.726	0	0.347	0.178	1.64e-06	0.146	0.686	87.211	213827	2001	55	1
Jadakiss	Why	1.0	0.602	0.938	1	-3.378	0	0.238	0.0164	0.0	0.0612	0.562	168.417	240000	2004	52	1
Jagged Edge	Let's Get Married	1.0	0.852	0.694	1	-6.765	1	0.0653	0.0121	0.0	0.126	0.789	109.906	249040	2006	57	0
Jagged Edge	Let's Get Married (feat. Run) - ReMarqable Remix	1.0	0.852	0.694	1	-6.765	1	0.0653	0.0121	0.0	0.126	0.789	109.906	249040	2006	57	0
James Blake	Barefoot In The Park (feat. ROSALÍA)	1.0	0.558	0.632	9	-8.339	0	0.284	0.832	0.105	0.198	0.519	161.764	211200	2019	63	0
James Blake	Mile High (feat. Travis Scott & Metro Boomin)	1.0	0.754	0.37	6	-9.854	0	0.12	0.403	6.22e-05	0.107	0.228	114.941	193600	2019	71	0
James Blake	Retrograde	1.0	0.533	0.251	7	-11.283	0	0.0372	0.873	0.104	0.134	0.186	77.503	223600	2013	67	0
James Brown	Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2	1.0	0.835	0.692	10	-6.514	0	0.114	0.248	0.000161	0.295	0.829	108.296	315840	1991	45	0
James Fortune	It Could Be Worse (feat. Leandria Johnson & Zacardi Cortez)	1.0	0.601	0.785	10	-4.283	1	0.103	0.184	0.0	0.234	0.611	103.761	388427	2012	25	0
James Hall Worship & Praise	God Wants A Yes	1.0	0.192	0.81	1	-6.349	1	0.0821	0.00726	0.0372	0.0718	0.313	176.268	351627	2012	22	0
James Hall Worship & Praise	I Never Shall Forget	1.0	0.483	0.965	3	-5.189	0	0.154	0.00429	0.224	0.716	0.501	164.976	344173	2012	18	0
James Hall Worship & Praise	The Blood	1.0	0.153	0.848	3	-5.785	0	0.1	0.263	0.0525	0.819	0.106	77.584	443467	2012	14	0
James Taylor	Another Day	1.0	0.334	0.188	1	-15.088	0	0.0529	0.771	8.57e-05	0.113	0.28	182.58	141373	1997	28	0
